Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ali,2022-10-04 06:04:43,00:01:09,Autoplayed: user action: User_Interaction; ,Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series: The Life of the Party (Episode 1),,Sony PS5,00:01:09,Not latest view,CA (Canada)
Ali,2022-10-04 06:04:19,00:00:02,Autoplayed: user action: None; ,Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series: The Life of the Party (Episode 1),,Sony PS5,00:00:02,Not latest view,CA (Canada)
Ali,2022-10-03 06:52:41,00:51:29,Autoplayed: user action: User_Interaction; ,"DAHMER: Monster: The Jeffrey Dahmer Story: God of Forgiveness, God of Vengeance (Episode 10)",,Sony PS5,00:51:29,00:51:29,CA (Canada)
Ali,2022-10-03 03:50:03,00:45:58,,DAHMER: Monster: The Jeffrey Dahmer Story: The Bogeyman (Episode 9),,Apple iPhone 11 Pro,00:45:48,00:45:48,CA (Canada)
Ali,2022-10-02 08:14:38,00:00:04,Autoplayed: user action: None; ,Trailer: Night Stalker: The Hunt for a Serial Killer,TRAILER,Apple iPhone 11 Pro,00:00:04,00:00:04,CA (Canada)
Ali,2022-10-02 08:13:59,00:00:05,Autoplayed: user action: None; ,The Craigslist Killer_hook_primary_16x9,HOOK,Apple iPhone 11 Pro,00:00:05,00:00:05,CA (Canada)
Ali,2022-10-02 08:13:34,00:00:06,Autoplayed: user action: None; ,Trailer: The Ripper,TRAILER,Apple iPhone 11 Pro,00:00:06,Not latest view,CA (Canada)
Ali,2022-10-02 07:14:37,00:00:01,,DAHMER: Monster: The Jeffrey Dahmer Story: The Bogeyman (Episode 9),,Apple iPhone 11 Pro,00:00:01,Not latest view,CA (Canada)
Ali,2022-10-02 06:39:02,00:00:08,,DAHMER: Monster: The Jeffrey Dahmer Story: The Bogeyman (Episode 9),,Apple iPhone 11 Pro,00:00:08,Not latest view,CA (Canada)
Ali,2022-10-02 04:52:10,00:44:42,,DAHMER: Monster: The Jeffrey Dahmer Story: Lionel (Episode 8),,Apple iPhone 11 Pro,00:43:42,00:43:42,CA (Canada)
Ali,2022-10-01 06:36:25,00:42:03,,DAHMER: Monster: The Jeffrey Dahmer Story: Cassandra (Episode 7),,Apple iPhone 11 Pro,00:42:06,00:42:06,CA (Canada)
Ali,2022-10-01 04:39:09,00:52:19,,DAHMER: Monster: The Jeffrey Dahmer Story: Silenced (Episode 6),,Apple iPhone 11 Pro,00:52:10,00:52:10,CA (Canada)
Ali,2022-10-01 01:00:57,00:56:43,,DAHMER: Monster: The Jeffrey Dahmer Story: Blood On Their Hands (Episode 5),,Sony PS5,00:56:30,00:56:30,CA (Canada)
Ali,2022-09-30 22:27:18,00:59:30,Autoplayed: user action: User_Interaction; ,DAHMER: Monster: The Jeffrey Dahmer Story: The Good Boy Box (Episode 4),,Sony PS5,00:59:35,00:59:35,CA (Canada)
Ali,2022-09-30 21:27:15,00:51:40,Autoplayed: user action: User_Interaction; ,DAHMER: Monster: The Jeffrey Dahmer Story: Doin' A Dahmer (Episode 3),,Sony PS5,00:50:11,00:50:11,CA (Canada)
Ali,2022-09-30 21:27:04,00:00:04,Autoplayed: user action: None; ,Plot Clip: Blonde,HOOK,Sony PS5,00:00:04,Not latest view,CA (Canada)
Ali,2022-09-28 07:16:07,00:49:10,,DAHMER: Monster: The Jeffrey Dahmer Story: Please Don't Go (Episode 2),,Sony PS5,00:48:52,00:48:52,CA (Canada)
Ali,2022-09-28 05:44:09,00:47:17,Autoplayed: user action: User_Interaction; ,DAHMER: Monster: The Jeffrey Dahmer Story: Episode One,,Sony PS5,00:46:14,00:46:14,CA (Canada)
Ali,2022-09-22 02:17:40,00:00:04,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,CA (Canada)
Ali,2022-09-22 02:17:33,00:00:03,,The Office (U.S.): Season 6: The Banker (Episode 14),,Chrome PC (Cadmium),00:00:47,Not latest view,CA (Canada)
Ali,2022-09-18 03:20:22,00:09:31,,"Love, Death & Robots: Volume 3: Three Robots: Exit Strategies (Episode 1)",,Apple iPhone 11 Pro,00:09:41,00:09:41,CA (Canada)
Ali,2022-09-16 04:25:48,00:00:17,Autoplayed: user action: None; ,Nacho Libre_hook_primary_16x9,HOOK,Sony PS5,00:00:17,00:00:17,CA (Canada)
Ali,2022-09-16 04:25:35,00:00:07,Autoplayed: user action: None; ,Trailer: The Gray Man,TRAILER,Sony PS5,00:00:07,00:00:07,CA (Canada)
Ali,2022-09-16 04:24:35,00:00:53,Autoplayed: user action: None; ,Trailer: The Gray Man,TRAILER,Sony PS5,00:00:53,Not latest view,CA (Canada)
Ali,2022-08-31 06:03:59,00:00:08,Autoplayed: user action: None; ,Limited Series Sensory Clip: How to Change Your Mind,HOOK,Sony PS5,00:00:08,00:00:08,CA (Canada)
Ali,2022-08-31 06:03:27,00:00:02,Autoplayed: user action: None; ,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,,Sony PS5,00:00:02,00:00:02,CA (Canada)
Ali,2022-08-31 05:54:49,00:08:10,Autoplayed: user action: User_Interaction; ,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,,Sony PS5,00:13:32,Not latest view,CA (Canada)
Ali,2022-08-31 03:24:54,02:00:22,Autoplayed: user action: User_Interaction; ,El Camino: A Breaking Bad Movie,,Sony PS5,02:02:17,02:02:17,CA (Canada)
Ali,2022-08-30 03:54:28,00:52:10,,Breaking Bad: Season 5: Felina (Episode 16),,Apple iPhone 11 Pro,00:54:37,00:54:37,CA (Canada)
Ali,2022-08-30 02:45:12,00:49:15,,Breaking Bad: Season 5: Granite State (Episode 15),,Apple iPhone 11 Pro,00:52:47,00:52:47,CA (Canada)
Ali,2022-08-30 02:45:09,00:00:02,,Breaking Bad: Season 5: Ozymandias (Episode 14),,Apple iPhone 11 Pro,00:00:06,00:00:06,CA (Canada)
Ali,2022-08-30 02:45:04,00:00:04,,Breaking Bad: Season 5: To'hajiilee (Episode 13),,Apple iPhone 11 Pro,00:45:30,00:45:30,CA (Canada)
Ali,2022-08-30 01:54:05,00:46:46,,Breaking Bad: Season 5: Ozymandias (Episode 14),,Apple iPhone 11 Pro,00:46:28,Not latest view,CA (Canada)
Ali,2022-08-30 01:08:38,00:45:24,,Breaking Bad: Season 5: To'hajiilee (Episode 13),,Apple iPhone 11 Pro,00:45:29,Not latest view,CA (Canada)
Ali,2022-08-29 23:52:33,00:01:31,Autoplayed: user action: None; ,Season 1 Trailer: The Silent Sea,TRAILER,Chrome PC (Cadmium),00:01:31,00:01:31,CA (Canada)
Ali,2022-08-29 23:05:57,00:46:32,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,Chrome PC (Cadmium),00:46:33,00:46:33,CA (Canada)
Ali,2022-08-29 22:11:48,00:46:24,,Breaking Bad: Season 5: Confessions (Episode 11),,Chrome PC (Cadmium),00:46:42,00:46:42,CA (Canada)
Ali,2022-08-29 21:18:51,00:47:26,,Breaking Bad: Season 5: Buried (Episode 10),,Chrome PC (Cadmium),00:46:44,00:46:44,CA (Canada)
Ali,2022-08-29 06:19:02,00:46:39,,Breaking Bad: Season 5: Blood Money (Episode 9),,Sony PS5,00:46:43,00:46:43,CA (Canada)
Ali,2022-08-29 05:32:19,00:46:39,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Gliding Over All (Episode 8),,Sony PS5,00:46:39,00:46:39,CA (Canada)
Ali,2022-08-29 05:31:56,00:00:13,Autoplayed: user action: None; ,The F Word_hook_02_16x9,HOOK,Sony PS5,00:00:13,00:00:13,CA (Canada)
Ali,2022-08-29 05:31:44,00:00:04,Autoplayed: user action: None; ,Scooby-Doo_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-29 05:31:35,00:00:04,Autoplayed: user action: None; ,Trailer: The Mitchells vs. The Machines,TRAILER,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-29 05:31:08,00:00:10,Autoplayed: user action: None; ,The Campaign_hook_04_16x9,HOOK,Sony PS5,00:00:10,00:00:10,CA (Canada)
Ali,2022-08-29 05:30:55,00:00:09,Autoplayed: user action: None; ,The Hitman's Bodyguard_hook_primary_16x9,HOOK,Sony PS5,00:00:09,00:00:09,CA (Canada)
Ali,2022-08-29 05:30:17,00:00:09,Autoplayed: user action: None; ,The 40-Year-Old Virgin_hook_primary_16x9,HOOK,Sony PS5,00:00:09,00:00:09,CA (Canada)
Ali,2022-08-29 05:30:08,00:00:06,Autoplayed: user action: None; ,21 Jump Street_hook_primary_16x9,HOOK,Sony PS5,00:00:06,00:00:06,CA (Canada)
Ali,2022-08-29 05:29:55,00:00:08,Autoplayed: user action: None; ,The 40-Year-Old Virgin_hook_primary_16x9,HOOK,Sony PS5,00:00:08,Not latest view,CA (Canada)
Ali,2022-08-29 05:28:36,00:00:16,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Gliding Over All (Episode 8),,Sony PS5,00:00:16,Not latest view,CA (Canada)
Ali,2022-08-29 04:47:28,00:00:07,Autoplayed: user action: None; ,Breaking Bad: Season 5: Gliding Over All (Episode 8),,Sony PS5,00:00:07,Not latest view,CA (Canada)
Ali,2022-08-29 03:50:16,00:47:22,,Breaking Bad: Season 5: Say My Name (Episode 7),,Sony PS5,00:46:34,00:46:34,CA (Canada)
Ali,2022-08-29 00:03:19,00:47:13,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Buyout (Episode 6),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:40,00:46:40,CA (Canada)
Ali,2022-08-28 23:13:41,00:47:17,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Dead Freight (Episode 5),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:47:22,00:47:22,CA (Canada)
Ali,2022-08-28 22:23:49,00:46:39,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Fifty-One (Episode 4),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:42,00:46:42,CA (Canada)
Ali,2022-08-28 21:37:12,00:46:31,,Breaking Bad: Season 5: Hazard Pay (Episode 3),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:35,00:46:35,CA (Canada)
Ali,2022-08-28 20:41:54,00:47:25,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Madrigal (Episode 2),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:35,00:46:35,CA (Canada)
Ali,2022-08-28 19:57:30,00:43:55,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:42:19,00:42:19,CA (Canada)
Ali,2022-08-28 19:07:39,00:49:47,,Breaking Bad: Season 4: Face Off (Episode 13),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:49:48,00:49:48,CA (Canada)
Ali,2022-08-28 18:22:27,00:45:05,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 4: End Times (Episode 12),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:45:18,00:45:18,CA (Canada)
Ali,2022-08-28 17:46:50,00:26:31,Autoplayed: user action: User_Interaction; ,Breaking Bad: Season 4: Crawl Space (Episode 11),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:23,00:46:23,CA (Canada)
Ali,2022-08-28 09:24:54,00:20:40,,Breaking Bad: Season 4: Crawl Space (Episode 11),,Apple iPhone 11 Pro,00:21:07,Not latest view,CA (Canada)
Ali,2022-08-28 09:22:30,00:00:06,,Breaking Bad: Season 4: Crawl Space (Episode 11),,Apple iPhone 11 Pro,00:00:10,Not latest view,CA (Canada)
Ali,2022-08-28 08:35:29,00:46:33,,Breaking Bad: Season 4: Salud (Episode 10),,Apple iPhone 11 Pro,00:46:29,00:46:29,CA (Canada)
Ali,2022-08-28 05:13:50,01:46:22,Autoplayed: user action: User_Interaction; ,Forgotten,,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,01:44:31,01:44:31,CA (Canada)
Ali,2022-08-28 04:49:15,00:00:55,Autoplayed: user action: None; ,Cloudy with a Chance of Meatballs 2_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:55,00:00:55,CA (Canada)
Ali,2022-08-28 04:45:34,00:02:28,Autoplayed: user action: User_Interaction; ,Forgotten,,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:02:28,Not latest view,CA (Canada)
Ali,2022-08-28 01:06:06,00:00:05,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_01_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:05,00:00:05,CA (Canada)
Ali,2022-08-28 00:12:10,00:46:33,,Breaking Bad: Season 4: Bug (Episode 9),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:29,00:46:29,CA (Canada)
Ali,2022-08-27 19:50:18,00:47:00,,Breaking Bad: Season 4: Hermanos (Episode 8),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:46:33,00:46:33,CA (Canada)
Ali,2022-08-27 16:55:46,00:25:25,,Breaking Bad: Season 4: Problem Dog (Episode 7),,Apple iPhone 11 Pro,00:46:28,00:46:28,CA (Canada)
Ali,2022-08-27 07:10:41,00:20:56,,Breaking Bad: Season 4: Problem Dog (Episode 7),,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:21:12,Not latest view,CA (Canada)
Ali,2022-08-27 06:46:34,00:23:26,,Inside the Mind of a Cat,,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:23:27,00:23:27,CA (Canada)
Ali,2022-08-27 03:03:56,00:00:56,Autoplayed: user action: None; ,Sensory Clip: Inside the Mind of a Cat,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:56,00:00:56,CA (Canada)
Ali,2022-08-27 03:03:30,00:00:04,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_05_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-26 04:49:27,00:34:30,,Breaking Bad: Season 4: Cornered (Episode 6),,Apple iPhone 11 Pro,00:46:41,00:46:41,CA (Canada)
Ali,2022-08-26 04:49:17,00:00:01,,Breaking Bad: Season 4: Cornered (Episode 6),,Apple iPhone 11 Pro,00:00:02,Not latest view,CA (Canada)
Ali,2022-08-26 02:59:10,00:37:48,,Breaking Bad: Season 4: Shotgun (Episode 5),,Apple iPhone 11 Pro,00:38:20,00:38:20,CA (Canada)
Ali,2022-08-25 06:35:14,00:43:35,,Breaking Bad: Season 4: Bullet Points (Episode 4),,Apple iPhone 11 Pro,00:44:29,00:44:29,CA (Canada)
Ali,2022-08-25 05:45:03,00:44:53,,Breaking Bad: Season 4: Open House (Episode 3),,Apple iPhone 11 Pro,00:45:29,00:45:29,CA (Canada)
Ali,2022-08-25 01:27:08,00:00:20,,Shrek the Third,,Apple iPhone 11 Pro,00:24:10,00:24:10,CA (Canada)
Ali,2022-08-24 22:54:54,00:00:06,Autoplayed: user action: None; ,Sensory Clip: Inside the Mind of a Cat,HOOK,Sony PS5,00:00:06,Not latest view,CA (Canada)
Ali,2022-08-24 22:28:13,00:15:03,,Arcane: Season 1: Happy Progress Day! (Episode 4),,Sony PS5,00:16:10,00:16:10,CA (Canada)
Ali,2022-08-24 21:25:46,00:00:01,,Arcane: Season 1: Happy Progress Day! (Episode 4),,Sony PS5,00:00:14,Not latest view,CA (Canada)
Ali,2022-08-24 21:22:35,00:02:46,,Arcane: Season 1: The Base Violence Necessary for Change (Episode 3),,Sony PS5,00:42:45,00:42:45,CA (Canada)
Ali,2022-08-24 20:42:06,00:39:23,Autoplayed: user action: User_Interaction; ,Arcane: Season 1: The Base Violence Necessary for Change (Episode 3),,Sony PS5,00:39:47,Not latest view,CA (Canada)
Ali,2022-08-24 20:02:32,00:36:04,Autoplayed: user action: User_Interaction; ,Arcane: Season 1: Some Mysteries Are Better Left Unsolved (Episode 2),,Sony PS5,00:36:43,00:36:43,CA (Canada)
Ali,2022-08-24 19:58:00,00:00:09,Autoplayed: user action: Unspecified; ,Arcane: Season 1: Some Mysteries Are Better Left Unsolved (Episode 2),,Sony PS5,00:00:00,Not latest view,CA (Canada)
Ali,2022-08-24 19:57:35,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Extraordinary Attorney Woo,TRAILER,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-24 19:57:23,00:00:04,Autoplayed: user action: None; ,Season 1 Informative Clip: Trainwreck: Woodstock '99,HOOK,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-24 19:57:12,00:00:04,Autoplayed: user action: None; ,Season 1 Cinemagraph: The Sandman,TEASER_TRAILER,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-24 19:56:49,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Sony PS5,00:00:04,Not latest view,CA (Canada)
Ali,2022-08-24 19:56:38,00:00:05,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Sony PS5,00:00:05,Not latest view,CA (Canada)
Ali,2022-08-24 19:56:11,00:00:06,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_01_16x9,HOOK,Sony PS5,00:00:06,Not latest view,CA (Canada)
Ali,2022-08-24 19:55:21,00:00:04,Autoplayed: user action: None; ,Pulp Fiction_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-24 18:24:16,00:19:52,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,Apple iPhone 11 Pro,00:45:14,00:45:14,CA (Canada)
Ali,2022-08-24 08:22:59,00:04:50,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,Chrome PC (Cadmium),00:04:39,Not latest view,CA (Canada)
Ali,2022-08-24 08:22:59,00:03:59,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,Chrome PC (Cadmium),00:03:48,Not latest view,CA (Canada)
Ali,2022-08-24 07:40:23,00:00:32,Autoplayed: user action: None; ,Season 1 Trailer: Mo,TRAILER,Chrome PC (Cadmium),00:00:32,00:00:32,CA (Canada)
Ali,2022-08-24 06:40:00,00:48:42,,Breaking Bad: Season 4: Box Cutter (Episode 1),,Chrome PC (Cadmium),00:46:32,00:46:32,CA (Canada)
Ali,2022-08-24 05:38:51,00:47:55,,Breaking Bad: Season 3: Full Measure (Episode 13),,Chrome PC (Cadmium),00:46:30,00:46:30,CA (Canada)
Ali,2022-08-24 03:49:14,00:46:13,,Breaking Bad: Season 3: Half Measures (Episode 12),,Apple iPhone 11 Pro,00:46:27,00:46:27,CA (Canada)
Ali,2022-08-23 17:00:50,00:00:43,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_03_16x9,HOOK,Apple iPhone 11 Pro,00:00:44,00:00:44,CA (Canada)
Ali,2022-08-23 06:28:47,00:46:11,,Breaking Bad: Season 3: Abiquiu (Episode 11),,Apple iPhone 11 Pro,00:46:28,00:46:28,CA (Canada)
Ali,2022-08-23 04:16:40,00:46:10,,Breaking Bad: Season 3: Fly (Episode 10),,Apple iPhone 11 Pro,00:46:27,00:46:27,CA (Canada)
Ali,2022-08-22 21:23:25,00:28:17,,Breaking Bad: Season 3: Kafkaesque (Episode 9),,Apple iPhone 11 Pro,00:46:28,00:46:28,CA (Canada)
Ali,2022-08-22 04:30:04,00:46:07,,Breaking Bad: Season 3: I See You (Episode 8),,Apple iPhone 11 Pro,00:46:26,00:46:26,CA (Canada)
Ali,2022-08-22 04:01:55,00:28:08,,Breaking Bad: Season 3: One Minute (Episode 7),,Apple iPhone 11 Pro,00:46:28,00:46:28,CA (Canada)
Ali,2022-08-22 04:01:17,00:00:02,,Breaking Bad: Season 3: Mas (Episode 5),,Apple iPhone 11 Pro,00:46:27,00:46:27,CA (Canada)
Ali,2022-08-22 03:42:14,00:18:13,,Breaking Bad: Season 3: One Minute (Episode 7),,Apple iPhone 11 Pro,00:18:29,Not latest view,CA (Canada)
Ali,2022-08-22 03:42:11,00:00:01,,Breaking Bad: Season 3: Sunset (Episode 6),,Apple iPhone 11 Pro,00:00:02,00:00:02,CA (Canada)
Ali,2022-08-22 03:42:05,00:00:03,,Breaking Bad: Season 3: Mas (Episode 5),,Apple iPhone 11 Pro,00:46:05,Not latest view,CA (Canada)
Ali,2022-08-22 02:53:17,00:46:15,,Breaking Bad: Season 3: Sunset (Episode 6),,Apple iPhone 11 Pro,00:46:28,Not latest view,CA (Canada)
Ali,2022-08-22 01:50:01,00:46:19,,Breaking Bad: Season 3: Mas (Episode 5),,Apple iPhone 11 Pro,00:46:35,Not latest view,CA (Canada)
Ali,2022-08-21 05:18:53,00:46:10,,Breaking Bad: Season 3: Green Light (Episode 4),,Apple iPhone 11 Pro,00:46:35,00:46:35,CA (Canada)
Ali,2022-08-21 02:55:01,00:46:57,,Breaking Bad: Season 3: I.F.T. (Episode 3),,Chrome PC (Cadmium),00:46:36,00:46:36,CA (Canada)
Ali,2022-08-21 02:54:47,00:00:07,Autoplayed: user action: None; ,Main Character Intro Clip: Fullmetal Alchemist The Revenge of Scar,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,CA (Canada)
Ali,2022-08-20 05:18:25,00:46:49,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,Chrome PC (Cadmium),00:46:28,00:46:28,CA (Canada)
Ali,2022-08-20 05:18:14,00:00:06,Autoplayed: user action: None; ,Trailer: The Next 365 Days,TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,CA (Canada)
Ali,2022-08-19 03:02:45,00:23:44,,Breaking Bad: Season 3: No Más (Episode 1),,Apple iPhone 11 Pro,00:46:37,00:46:37,CA (Canada)
Ali,2022-08-18 06:34:39,00:05:53,,Breaking Bad: Season 3: No Más (Episode 1),,Apple iPhone 11 Pro,00:23:02,Not latest view,CA (Canada)
Ali,2022-08-18 06:15:21,00:16:55,,Breaking Bad: Season 3: No Más (Episode 1),,Apple iPhone 11 Pro,00:17:08,Not latest view,CA (Canada)
Ali,2022-08-18 03:07:54,01:10:23,,Better Call Saul: Season 6: Saul Gone (Episode 13),,Chrome PC (Cadmium),01:09:00,01:09:00,CA (Canada)
Ali,2022-08-18 02:54:58,00:00:05,Autoplayed: user action: None; ,Act 2 Conflict Clip: Look Both Ways,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,GB (United Kingdom)
Ali,2022-08-17 04:04:31,00:00:43,Autoplayed: user action: None; ,Shutter Island_hook_primary_16x9,HOOK,Sony PS5,00:00:43,00:00:43,CA (Canada)
Ali,2022-08-17 02:48:01,00:47:25,,Kingdom: Season 1: Episode 5,,Sony PS5,00:48:06,00:48:06,CA (Canada)
Ali,2022-08-17 01:58:03,00:40:51,Autoplayed: user action: User_Interaction; ,Kingdom: Season 1: Episode 4,,Sony PS5,00:42:01,00:42:01,CA (Canada)
Ali,2022-08-16 05:46:38,02:11:45,,Unbroken,,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,02:11:47,02:11:47,CA (Canada)
Ali,2022-08-16 05:46:28,00:00:06,Autoplayed: user action: None; ,Unbroken_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:06,00:00:06,CA (Canada)
Ali,2022-08-16 05:46:17,00:00:07,Autoplayed: user action: None; ,Unbroken_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:07,Not latest view,CA (Canada)
Ali,2022-08-16 05:45:57,00:00:11,Autoplayed: user action: None; ,Unbroken_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:11,Not latest view,CA (Canada)
Ali,2022-08-16 05:44:34,00:00:04,Autoplayed: user action: None; ,The Cabin in the Woods_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-16 05:43:19,00:00:04,Autoplayed: user action: None; ,We're the Millers_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-16 05:42:41,00:00:01,Autoplayed: user action: None; ,Ocean's Eleven,,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:01,00:00:01,CA (Canada)
Ali,2022-08-16 05:41:16,00:00:08,Autoplayed: user action: None; ,Ocean's Eleven_primary_hook_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:08,00:00:08,CA (Canada)
Ali,2022-08-16 05:40:36,00:00:32,Autoplayed: user action: None; ,We're the Millers_hook_primary_16x9,HOOK,Sharp Sharp DB MSD6586 4.3 UHD TV Smart TV,00:00:32,Not latest view,CA (Canada)
Ali,2022-08-16 03:06:20,00:18:21,Autoplayed: user action: Unspecified; ,Kevin Hart: I'm a Grown Little Man,,Sony PS5,00:18:22,00:18:22,CA (Canada)
Ali,2022-08-16 02:20:03,00:00:05,Autoplayed: user action: None; ,Locke & Key: Season 1 - Upper Bound Clip 6,HOOK,Sony PS5,00:00:05,00:00:05,CA (Canada)
Ali,2022-08-16 02:19:53,00:00:06,Autoplayed: user action: None; ,Locke & Key: Season 1 - Upper Bound Clip 6,HOOK,Sony PS5,00:00:06,Not latest view,CA (Canada)
Ali,2022-08-16 02:14:54,00:00:05,Autoplayed: user action: None; ,Evil Genius: the True Story of America's Most Diabolical Bank Heist (Trailer),TRAILER,Sony PS5,00:00:05,00:00:05,CA (Canada)
Ali,2022-08-16 02:14:31,00:00:20,Autoplayed: user action: None; ,Season 1 High Context Clip: The Hidden Lives of Pets,HOOK,Sony PS5,00:00:20,00:00:20,CA (Canada)
Ali,2022-08-16 02:14:18,00:00:07,Autoplayed: user action: None; ,Our Planet: Amazing Animals,TRAILER,Sony PS5,00:00:07,00:00:07,CA (Canada)
Ali,2022-08-16 02:13:17,00:00:07,Autoplayed: user action: None; ,300: Rise of an Empire_hook_primary_16x9,HOOK,Sony PS5,00:00:07,00:00:07,CA (Canada)
Ali,2022-08-16 02:12:34,00:00:26,Autoplayed: user action: None; ,The Blind Side_hook_primary_16x9,HOOK,Sony PS5,00:00:26,00:00:26,CA (Canada)
Ali,2022-08-16 02:12:15,00:00:06,Autoplayed: user action: None; ,Argo_hook_primary_16x9,HOOK,Sony PS5,00:00:06,00:00:06,CA (Canada)
Ali,2022-08-16 02:11:55,00:00:11,Autoplayed: user action: None; ,Argo_hook_primary_16x9,HOOK,Sony PS5,00:00:11,Not latest view,CA (Canada)
Ali,2022-08-16 02:11:42,00:00:11,Autoplayed: user action: None; ,Argo_hook_primary_16x9,HOOK,Sony PS5,00:00:11,Not latest view,CA (Canada)
Ali,2022-08-16 02:11:35,00:00:06,Autoplayed: user action: None; ,Argo_hook_primary_16x9,HOOK,Sony PS5,00:00:06,Not latest view,CA (Canada)
Ali,2022-08-16 02:11:18,00:00:08,Autoplayed: user action: None; ,Unbroken_hook_primary_16x9,HOOK,Sony PS5,00:00:08,Not latest view,CA (Canada)
Ali,2022-08-16 02:10:50,00:00:04,Autoplayed: user action: None; ,The Pursuit of Happyness_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,CA (Canada)
Ali,2022-08-16 02:10:20,00:00:04,Autoplayed: user action: None; ,The Pianist_hook_primary_16x9,HOOK,Sony PS5,00:00:04,00:00:04,CA (Canada)
